,sync_bit,preamble,ert_id_ms_bits,reserved,physical_tamper,ert_type,encoder_tamper,consumption_data,ert_id_ls_bits,checksum
54,1,0xF2A60,21,,,electric,,1418,100000000000000000000086,47498238489494848
55,1,0xF2A60,58,,,electric,,413,100000000000000000000066,47498238489494848
56,1,0xF2A60,29,,,electric,,1886,100000000000000000000027,47498238489494848
57,1,0xF2A60,57,,,electric,,1319,100000000000000000000071,47498238489494848
58,1,0xF2A60,88,,,electric,,2144,100000000000000000000022,47498238489494848
59,1,0xF2A60,30,,,electric,,3234,100000000000000000000022,47498238489494848
60,1,0xF2A60,12,,,electric,,3737,100000000000000000000081,47498238489494848
61,1,0xF2A60,24,,,electric,,2910,100000000000000000000098,47498238489494848
62,1,0xF2A60,60,,,electric,,216,100000000000000000000076,47498238489494848
63,1,0xF2A60,26,,,electric,,1315,100000000000000000000010,47498238489494848
64,1,0xF2A60,57,,,electric,,2360,100000000000000000000042,47498238489494848
65,1,0xF2A60,23,,,electric,,3999,100000000000000000000014,47498238489494848
66,1,0xF2A60,54,,,electric,,1604,100000000000000000000040,47498238489494848
67,1,0xF2A60,21,,,electric,,1054,100000000000000000000096,47498238489494848
68,1,0xF2A60,35,,,electric,,1677,100000000000000000000027,47498238489494848
69,1,0xF2A60,42,,,electric,,2577,100000000000000000000035,47498238489494848
70,1,0xF2A60,24,,,electric,,3473,100000000000000000000076,47498238489494848
71,1,0xF2A60,37,,,electric,,1463,100000000000000000000029,47498238489494848
72,1,0xF2A60,93,,,electric,,2615,100000000000000000000047,47498238489494848
73,1,0xF2A60,11,,,electric,,2999,100000000000000000000034,47498238489494848
74,1,0xF2A60,71,,,electric,,2217,100000000000000000000061,47498238489494848
75,1,0xF2A60,68,,,electric,,163,100000000000000000000086,47498238489494848
76,1,0xF2A60,77,,,electric,,459,100000000000000000000050,47498238489494848
77,1,0xF2A60,52,,,electric,,825,100000000000000000000001,47498238489494848
78,1,0xF2A60,85,,,electric,,1136,100000000000000000000096,47498238489494848
79,1,0xF2A60,69,,,electric,,2456,100000000000000000000096,47498238489494848
80,1,0xF2A60,19,,,electric,,2223,100000000000000000000099,47498238489494848
81,1,0xF2A60,32,,,electric,,2119,100000000000000000000038,47498238489494848
82,1,0xF2A60,79,,,electric,,581,100000000000000000000065,47498238489494848
83,1,0xF2A60,98,,,electric,,645,100000000000000000000063,47498238489494848
84,1,0xF2A60,60,,,electric,,2824,100000000000000000000080,47498238489494848
85,1,0xF2A60,53,,,electric,,1633,100000000000000000000053,47498238489494848
86,1,0xF2A60,38,,,electric,,1098,100000000000000000000085,47498238489494848
87,1,0xF2A60,94,,,electric,,3135,100000000000000000000063,47498238489494848
88,1,0xF2A60,27,,,electric,,1323,100000000000000000000046,47498238489494848
89,1,0xF2A60,47,,,electric,,754,100000000000000000000048,47498238489494848
90,1,0xF2A60,55,,,electric,,362,100000000000000000000003,47498238489494848
91,1,0xF2A60,93,,,electric,,996,100000000000000000000085,47498238489494848
92,1,0xF2A60,17,,,electric,,275,100000000000000000000025,47498238489494848
93,1,0xF2A60,35,,,electric,,2964,100000000000000000000097,47498238489494848
94,1,0xF2A60,12,,,electric,,1348,100000000000000000000059,47498238489494848
95,1,0xF2A60,87,,,electric,,2901,100000000000000000000058,47498238489494848
96,1,0xF2A60,60,,,electric,,531,100000000000000000000062,47498238489494848
97,1,0xF2A60,65,,,electric,,2469,100000000000000000000011,47498238489494848
98,1,0xF2A60,76,,,electric,,2214,100000000000000000000002,47498238489494848
99,1,0xF2A60,83,,,electric,,573,100000000000000000000058,47498238489494848
100,1,0xF2A60,98,,,electric,,455,100000000000000000000085,47498238489494848
101,1,0xF2A60,11,,,electric,,751,100000000000000000000071,47498238489494848
102,1,0xF2A60,97,,,electric,,3270,100000000000000000000083,47498238489494848
103,1,0xF2A60,72,,,electric,,90,100000000000000000000092,47498238489494848
104,1,0xF2A60,93,,,electric,,1029,100000000000000000000020,47498238489494848
105,1,0xF2A60,31,,,electric,,3653,100000000000000000000035,47498238489494848
106,1,0xF2A60,26,,,electric,,2259,100000000000000000000018,47498238489494848
107,1,0xF2A60,100,,,electric,,2342,100000000000000000000100,47498238489494848
108,1,0xF2A60,54,,,electric,,3183,100000000000000000000032,47498238489494848
109,1,0xF2A60,48,,,electric,,1165,100000000000000000000096,47498238489494848
110,1,0xF2A60,49,,,electric,,2676,100000000000000000000040,47498238489494848
111,1,0xF2A60,34,,,electric,,849,100000000000000000000094,47498238489494848
112,1,0xF2A60,81,,,electric,,1390,100000000000000000000066,47498238489494848
113,1,0xF2A60,93,,,electric,,3839,100000000000000000000005,47498238489494848
114,1,0xF2A60,23,,,electric,,3945,100000000000000000000042,47498238489494848
115,1,0xF2A60,14,,,electric,,3454,100000000000000000000078,47498238489494848
116,1,0xF2A60,56,,,electric,,2625,100000000000000000000100,47498238489494848
117,1,0xF2A60,16,,,electric,,1851,100000000000000000000012,47498238489494848
118,1,0xF2A60,87,,,electric,,1185,100000000000000000000019,47498238489494848
119,1,0xF2A60,89,,,electric,,1475,100000000000000000000067,47498238489494848
120,1,0xF2A60,35,,,electric,,1847,100000000000000000000055,47498238489494848
121,1,0xF2A60,74,,,electric,,2380,100000000000000000000076,47498238489494848
122,1,0xF2A60,95,,,electric,,496,100000000000000000000076,47498238489494848
123,1,0xF2A60,95,,,electric,,1644,100000000000000000000035,47498238489494848
124,1,0xF2A60,76,,,electric,,96,100000000000000000000046,47498238489494848
125,1,0xF2A60,20,,,electric,,850,100000000000000000000035,47498238489494848
126,1,0xF2A60,46,,,electric,,3187,100000000000000000000040,47498238489494848
127,1,0xF2A60,63,,,electric,,3645,100000000000000000000034,47498238489494848
128,1,0xF2A60,57,,,electric,,766,100000000000000000000094,47498238489494848
129,1,0xF2A60,55,,,electric,,2600,100000000000000000000071,47498238489494848
130,1,0xF2A60,87,,,electric,,2223,100000000000000000000067,47498238489494848
131,1,0xF2A60,69,,,electric,,3683,100000000000000000000086,47498238489494848
132,1,0xF2A60,85,,,electric,,3417,100000000000000000000068,47498238489494848
133,1,0xF2A60,75,,,electric,,1586,100000000000000000000023,47498238489494848
134,1,0xF2A60,67,,,electric,,440,100000000000000000000093,47498238489494848
135,1,0xF2A60,100,,,electric,,3616,100000000000000000000087,47498238489494848
136,1,0xF2A60,76,,,electric,,3468,100000000000000000000076,47498238489494848
137,1,0xF2A60,45,,,electric,,3765,100000000000000000000075,47498238489494848
138,1,0xF2A60,46,,,electric,,2314,100000000000000000000010,47498238489494848
139,1,0xF2A60,67,,,electric,,2507,100000000000000000000031,47498238489494848
140,1,0xF2A60,18,,,electric,,3761,100000000000000000000053,47498238489494848
141,1,0xF2A60,89,,,electric,,3531,100000000000000000000074,47498238489494848
142,1,0xF2A60,58,,,electric,,785,100000000000000000000026,47498238489494848
143,1,0xF2A60,71,,,electric,,1577,100000000000000000000023,47498238489494848
144,1,0xF2A60,86,,,electric,,2701,100000000000000000000041,47498238489494848
145,1,0xF2A60,88,,,electric,,2256,100000000000000000000018,47498238489494848
146,1,0xF2A60,29,,,electric,,911,100000000000000000000006,47498238489494848
147,1,0xF2A60,68,,,electric,,1301,100000000000000000000075,47498238489494848
148,1,0xF2A60,25,,,electric,,885,100000000000000000000022,47498238489494848
149,1,0xF2A60,16,,,electric,,1491,100000000000000000000090,47498238489494848
150,1,0xF2A60,31,,,electric,,3014,100000000000000000000016,47498238489494848
151,1,0xF2A60,73,,,electric,,2515,100000000000000000000037,47498238489494848
152,1,0xF2A60,18,,,electric,,1348,100000000000000000000003,47498238489494848
153,1,0xF2A60,66,,,electric,,1800,100000000000000000000049,47498238489494848
154,1,0xF2A60,40,,,electric,,1410,100000000000000000000020,47498238489494848
155,1,0xF2A60,43,,,electric,,3034,100000000000000000000097,47498238489494848
156,1,0xF2A60,88,,,electric,,3979,100000000000000000000041,47498238489494848
157,1,0xF2A60,80,,,electric,,464,100000000000000000000021,47498238489494848
158,1,0xF2A60,22,,,electric,,949,100000000000000000000070,47498238489494848
159,1,0xF2A60,31,,,electric,,1885,100000000000000000000059,47498238489494848
160,1,0xF2A60,30,,,electric,,3268,100000000000000000000042,47498238489494848
161,1,0xF2A60,84,,,electric,,754,100000000000000000000006,47498238489494848
162,1,0xF2A60,83,,,electric,,71,100000000000000000000087,47498238489494848
163,1,0xF2A60,47,,,electric,,3108,100000000000000000000030,47498238489494848
164,1,0xF2A60,54,,,electric,,1129,100000000000000000000065,47498238489494848
165,1,0xF2A60,64,,,electric,,3521,100000000000000000000083,47498238489494848
166,1,0xF2A60,27,,,electric,,2503,100000000000000000000001,47498238489494848
167,1,0xF2A60,70,,,electric,,1818,100000000000000000000032,47498238489494848
168,1,0xF2A60,28,,,electric,,3849,100000000000000000000096,47498238489494848
169,1,0xF2A60,52,,,electric,,3245,100000000000000000000005,47498238489494848
170,1,0xF2A60,24,,,electric,,3977,100000000000000000000090,47498238489494848
171,1,0xF2A60,59,,,electric,,564,100000000000000000000085,47498238489494848
172,1,0xF2A60,63,,,electric,,3453,100000000000000000000060,47498238489494848
173,1,0xF2A60,81,,,electric,,293,100000000000000000000091,47498238489494848
174,1,0xF2A60,80,,,electric,,530,100000000000000000000004,47498238489494848
175,1,0xF2A60,26,,,electric,,807,100000000000000000000044,47498238489494848
176,1,0xF2A60,22,,,electric,,2698,100000000000000000000040,47498238489494848
177,1,0xF2A60,82,,,electric,,783,100000000000000000000052,47498238489494848
178,1,0xF2A60,75,,,electric,,2627,100000000000000000000017,47498238489494848
179,1,0xF2A60,42,,,electric,,2118,100000000000000000000055,47498238489494848
180,1,0xF2A60,81,,,electric,,2925,100000000000000000000048,47498238489494848
181,1,0xF2A60,54,,,electric,,1979,100000000000000000000091,47498238489494848
182,1,0xF2A60,77,,,electric,,2669,100000000000000000000096,47498238489494848
183,1,0xF2A60,25,,,electric,,3275,100000000000000000000072,47498238489494848
184,1,0xF2A60,53,,,electric,,1858,100000000000000000000014,47498238489494848
185,1,0xF2A60,89,,,electric,,2277,100000000000000000000046,47498238489494848
186,1,0xF2A60,44,,,electric,,1279,100000000000000000000069,47498238489494848
187,1,0xF2A60,71,,,electric,,2172,100000000000000000000013,47498238489494848
188,1,0xF2A60,83,,,electric,,2302,100000000000000000000072,47498238489494848
189,1,0xF2A60,99,,,electric,,1032,100000000000000000000068,47498238489494848
190,1,0xF2A60,36,,,electric,,3690,100000000000000000000076,47498238489494848
191,1,0xF2A60,11,,,electric,,2445,100000000000000000000091,47498238489494848
192,1,0xF2A60,54,,,electric,,689,100000000000000000000092,47498238489494848
193,1,0xF2A60,10,,,electric,,895,100000000000000000000024,47498238489494848
194,1,0xF2A60,76,,,electric,,1567,100000000000000000000045,47498238489494848
195,1,0xF2A60,54,,,electric,,3020,100000000000000000000065,47498238489494848
196,1,0xF2A60,64,,,electric,,212,100000000000000000000028,47498238489494848
197,1,0xF2A60,55,,,electric,,3112,100000000000000000000068,47498238489494848
198,1,0xF2A60,54,,,electric,,2455,100000000000000000000041,47498238489494848
199,1,0xF2A60,44,,,electric,,2149,100000000000000000000063,47498238489494848
200,1,0xF2A60,84,,,electric,,1328,100000000000000000000085,47498238489494848
201,1,0xF2A60,13,,,electric,,3562,100000000000000000000078,47498238489494848
202,1,0xF2A60,34,,,electric,,1335,100000000000000000000083,47498238489494848
203,1,0xF2A60,45,,,electric,,1169,100000000000000000000059,47498238489494848
204,1,0xF2A60,50,,,electric,,2506,100000000000000000000071,47498238489494848
205,1,0xF2A60,82,,,electric,,3887,100000000000000000000041,47498238489494848
206,1,0xF2A60,62,,,electric,,1612,100000000000000000000011,47498238489494848
207,1,0xF2A60,43,,,electric,,3118,100000000000000000000046,47498238489494848
208,1,0xF2A60,24,,,electric,,2764,100000000000000000000011,47498238489494848
209,1,0xF2A60,27,,,electric,,3203,100000000000000000000066,47498238489494848
210,1,0xF2A60,61,,,electric,,2482,100000000000000000000018,47498238489494848
211,1,0xF2A60,81,,,electric,,204,100000000000000000000024,47498238489494848
212,1,0xF2A60,90,,,electric,,3130,100000000000000000000030,47498238489494848
213,1,0xF2A60,66,,,electric,,2724,100000000000000000000071,47498238489494848
214,1,0xF2A60,39,,,electric,,2733,100000000000000000000082,47498238489494848
215,1,0xF2A60,61,,,electric,,2803,100000000000000000000052,47498238489494848
216,1,0xF2A60,53,,,electric,,323,100000000000000000000072,47498238489494848
217,1,0xF2A60,42,,,electric,,430,100000000000000000000057,47498238489494848
218,1,0xF2A60,93,,,electric,,88,100000000000000000000099,47498238489494848
219,1,0xF2A60,35,,,electric,,1499,100000000000000000000038,47498238489494848
220,1,0xF2A60,11,,,electric,,3156,100000000000000000000017,47498238489494848
221,1,0xF2A60,21,,,electric,,660,100000000000000000000016,47498238489494848
222,1,0xF2A60,64,,,electric,,307,100000000000000000000082,47498238489494848
223,1,0xF2A60,65,,,electric,,3022,100000000000000000000091,47498238489494848
224,1,0xF2A60,73,,,electric,,3166,100000000000000000000065,47498238489494848
225,1,0xF2A60,83,,,electric,,710,100000000000000000000086,47498238489494848
226,1,0xF2A60,13,,,electric,,2376,100000000000000000000067,47498238489494848
227,1,0xF2A60,57,,,electric,,2270,100000000000000000000051,47498238489494848
228,1,0xF2A60,93,,,electric,,3821,100000000000000000000026,47498238489494848
229,1,0xF2A60,82,,,electric,,3458,100000000000000000000054,47498238489494848
230,1,0xF2A60,95,,,electric,,3262,100000000000000000000071,47498238489494848
231,1,0xF2A60,15,,,electric,,3253,100000000000000000000021,47498238489494848
232,1,0xF2A60,76,,,electric,,414,100000000000000000000047,47498238489494848
233,1,0xF2A60,42,,,electric,,326,100000000000000000000047,47498238489494848
234,1,0xF2A60,39,,,electric,,1820,100000000000000000000034,47498238489494848
235,1,0xF2A60,40,,,electric,,2156,100000000000000000000013,47498238489494848
236,1,0xF2A60,32,,,electric,,2239,100000000000000000000022,47498238489494848
237,1,0xF2A60,52,,,electric,,3646,100000000000000000000083,47498238489494848
238,1,0xF2A60,38,,,electric,,1004,100000000000000000000027,47498238489494848
239,1,0xF2A60,67,,,electric,,3451,100000000000000000000034,47498238489494848
240,1,0xF2A60,86,,,electric,,1004,100000000000000000000002,47498238489494848
241,1,0xF2A60,67,,,electric,,3474,100000000000000000000028,47498238489494848
242,1,0xF2A60,60,,,electric,,3283,100000000000000000000030,47498238489494848
243,1,0xF2A60,62,,,electric,,745,100000000000000000000092,47498238489494848
244,1,0xF2A60,94,,,electric,,3506,100000000000000000000063,47498238489494848
245,1,0xF2A60,17,,,electric,,947,100000000000000000000073,47498238489494848
246,1,0xF2A60,62,,,electric,,1635,100000000000000000000011,47498238489494848
247,1,0xF2A60,91,,,electric,,3811,100000000000000000000010,47498238489494848
248,1,0xF2A60,74,,,electric,,3185,100000000000000000000011,47498238489494848
249,1,0xF2A60,52,,,electric,,1949,100000000000000000000067,47498238489494848
250,1,0xF2A60,26,,,electric,,3225,100000000000000000000089,47498238489494848
251,1,0xF2A60,36,,,electric,,2538,100000000000000000000029,47498238489494848
252,1,0xF2A60,38,,,electric,,3558,100000000000000000000045,47498238489494848
253,1,0xF2A60,74,,,electric,,3584,100000000000000000000056,47498238489494848
254,1,0xF2A60,82,,,electric,,3346,100000000000000000000074,47498238489494848
255,1,0xF2A60,63,,,electric,,3456,100000000000000000000085,47498238489494848
256,1,0xF2A60,61,,,electric,,2096,100000000000000000000077,47498238489494848
257,1,0xF2A60,20,,,electric,,2349,100000000000000000000079,47498238489494848
258,1,0xF2A60,44,,,electric,,2552,100000000000000000000092,47498238489494848
259,1,0xF2A60,99,,,electric,,1320,100000000000000000000068,47498238489494848
260,1,0xF2A60,60,,,electric,,85,100000000000000000000085,47498238489494848
261,1,0xF2A60,49,,,electric,,1371,100000000000000000000022,47498238489494848
262,1,0xF2A60,42,,,electric,,3087,100000000000000000000100,47498238489494848
263,1,0xF2A60,10,,,electric,,988,100000000000000000000058,47498238489494848
264,1,0xF2A60,78,,,electric,,3144,100000000000000000000076,47498238489494848
265,1,0xF2A60,42,,,electric,,3993,100000000000000000000013,47498238489494848
266,1,0xF2A60,85,,,electric,,3833,100000000000000000000095,47498238489494848
267,1,0xF2A60,91,,,electric,,1599,100000000000000000000091,47498238489494848
268,1,0xF2A60,61,,,electric,,2490,100000000000000000000012,47498238489494848
269,1,0xF2A60,25,,,electric,,513,100000000000000000000045,47498238489494848
270,1,0xF2A60,56,,,electric,,795,100000000000000000000042,47498238489494848
271,1,0xF2A60,93,,,electric,,942,100000000000000000000094,47498238489494848
272,1,0xF2A60,92,,,electric,,2472,100000000000000000000088,47498238489494848
273,1,0xF2A60,50,,,electric,,1747,100000000000000000000042,47498238489494848
274,1,0xF2A60,30,,,electric,,1689,100000000000000000000007,47498238489494848
275,1,0xF2A60,40,,,electric,,245,100000000000000000000080,47498238489494848
276,1,0xF2A60,11,,,electric,,2979,100000000000000000000051,47498238489494848
277,1,0xF2A60,41,,,electric,,3677,100000000000000000000060,47498238489494848
278,1,0xF2A60,23,,,electric,,2653,100000000000000000000078,47498238489494848
279,1,0xF2A60,92,,,electric,,3044,100000000000000000000048,47498238489494848
280,1,0xF2A60,83,,,electric,,3584,100000000000000000000061,47498238489494848
281,1,0xF2A60,26,,,electric,,108,100000000000000000000086,47498238489494848
282,1,0xF2A60,97,,,electric,,2754,100000000000000000000013,47498238489494848
283,1,0xF2A60,61,,,electric,,1688,100000000000000000000078,47498238489494848
284,1,0xF2A60,36,,,electric,,3118,100000000000000000000036,47498238489494848
285,1,0xF2A60,68,,,electric,,368,100000000000000000000088,47498238489494848
286,1,0xF2A60,54,,,electric,,2936,100000000000000000000008,47498238489494848
287,1,0xF2A60,75,,,electric,,141,100000000000000000000048,47498238489494848
288,1,0xF2A60,98,,,electric,,250,100000000000000000000091,47498238489494848
289,1,0xF2A60,37,,,electric,,2016,100000000000000000000070,47498238489494848
290,1,0xF2A60,24,,,electric,,2770,100000000000000000000004,47498238489494848
291,1,0xF2A60,31,,,electric,,1462,100000000000000000000040,47498238489494848
292,1,0xF2A60,25,,,electric,,1214,100000000000000000000063,47498238489494848
293,1,0xF2A60,44,,,electric,,2188,100000000000000000000078,47498238489494848
294,1,0xF2A60,18,,,electric,,383,100000000000000000000060,47498238489494848
295,1,0xF2A60,84,,,electric,,1337,100000000000000000000062,47498238489494848
296,1,0xF2A60,25,,,electric,,984,100000000000000000000024,47498238489494848
297,1,0xF2A60,52,,,electric,,3950,100000000000000000000036,47498238489494848
298,1,0xF2A60,88,,,electric,,2095,100000000000000000000058,47498238489494848
299,1,0xF2A60,25,,,electric,,1095,100000000000000000000043,47498238489494848
300,1,0xF2A60,61,,,electric,,2600,100000000000000000000034,47498238489494848
301,1,0xF2A60,11,,,electric,,3742,100000000000000000000054,47498238489494848
302,1,0xF2A60,48,,,electric,,3410,100000000000000000000021,47498238489494848
303,1,0xF2A60,29,,,electric,,1443,100000000000000000000024,47498238489494848
304,1,0xF2A60,19,,,electric,,3566,100000000000000000000034,47498238489494848
305,1,0xF2A60,40,,,electric,,1970,100000000000000000000094,47498238489494848
306,1,0xF2A60,31,,,electric,,440,100000000000000000000072,47498238489494848
307,1,0xF2A60,85,,,electric,,251,100000000000000000000020,47498238489494848
308,1,0xF2A60,29,,,electric,,1895,100000000000000000000014,47498238489494848
309,1,0xF2A60,37,,,electric,,128,100000000000000000000033,47498238489494848
310,1,0xF2A60,19,,,electric,,1113,100000000000000000000007,47498238489494848
311,1,0xF2A60,68,,,electric,,371,100000000000000000000047,47498238489494848
312,1,0xF2A60,65,,,electric,,763,100000000000000000000030,47498238489494848
313,1,0xF2A60,90,,,electric,,798,100000000000000000000026,47498238489494848
314,1,0xF2A60,90,,,electric,,3972,100000000000000000000032,47498238489494848
315,1,0xF2A60,99,,,electric,,1597,100000000000000000000020,47498238489494848
316,1,0xF2A60,59,,,electric,,3319,100000000000000000000049,47498238489494848
317,1,0xF2A60,57,,,electric,,1993,100000000000000000000012,47498238489494848
318,1,0xF2A60,98,,,electric,,657,100000000000000000000030,47498238489494848
319,1,0xF2A60,98,,,electric,,2716,100000000000000000000027,47498238489494848
320,1,0xF2A60,15,,,electric,,796,100000000000000000000070,47498238489494848
321,1,0xF2A60,43,,,electric,,3954,100000000000000000000048,47498238489494848
322,1,0xF2A60,22,,,electric,,3779,100000000000000000000018,47498238489494848
323,1,0xF2A60,29,,,electric,,1003,100000000000000000000036,47498238489494848
324,1,0xF2A60,42,,,electric,,3780,100000000000000000000039,47498238489494848
325,1,0xF2A60,32,,,electric,,3811,100000000000000000000051,47498238489494848
326,1,0xF2A60,54,,,electric,,3428,100000000000000000000066,47498238489494848
327,1,0xF2A60,48,,,electric,,440,100000000000000000000045,47498238489494848
328,1,0xF2A60,72,,,electric,,586,100000000000000000000039,47498238489494848
329,1,0xF2A60,93,,,electric,,1866,100000000000000000000030,47498238489494848
330,1,0xF2A60,21,,,electric,,3522,100000000000000000000080,47498238489494848
331,1,0xF2A60,71,,,electric,,2608,100000000000000000000085,47498238489494848
332,1,0xF2A60,73,,,electric,,3257,100000000000000000000006,47498238489494848
333,1,0xF2A60,46,,,electric,,2208,100000000000000000000077,47498238489494848
334,1,0xF2A60,47,,,electric,,486,100000000000000000000056,47498238489494848
335,1,0xF2A60,35,,,electric,,131,100000000000000000000069,47498238489494848
336,1,0xF2A60,66,,,electric,,2514,100000000000000000000052,47498238489494848
337,1,0xF2A60,41,,,electric,,2103,100000000000000000000054,47498238489494848
338,1,0xF2A60,63,,,electric,,3867,100000000000000000000026,47498238489494848
339,1,0xF2A60,83,,,electric,,3111,100000000000000000000034,47498238489494848
340,1,0xF2A60,88,,,electric,,3947,100000000000000000000061,47498238489494848
341,1,0xF2A60,13,,,electric,,1116,100000000000000000000042,47498238489494848
342,1,0xF2A60,66,,,electric,,2647,100000000000000000000042,47498238489494848
343,1,0xF2A60,59,,,electric,,3254,100000000000000000000017,47498238489494848
344,1,0xF2A60,58,,,electric,,3036,100000000000000000000063,47498238489494848
345,1,0xF2A60,67,,,electric,,2817,100000000000000000000086,47498238489494848
346,1,0xF2A60,83,,,electric,,3773,100000000000000000000083,47498238489494848
347,1,0xF2A60,39,,,electric,,3746,100000000000000000000086,47498238489494848
348,1,0xF2A60,13,,,electric,,3823,100000000000000000000090,47498238489494848
349,1,0xF2A60,11,,,electric,,1246,100000000000000000000022,47498238489494848
350,1,0xF2A60,35,,,electric,,3935,100000000000000000000047,47498238489494848
351,1,0xF2A60,59,,,electric,,3636,100000000000000000000053,47498238489494848
352,1,0xF2A60,39,,,electric,,728,100000000000000000000014,47498238489494848
353,1,0xF2A60,77,,,electric,,2458,100000000000000000000042,47498238489494848
354,1,0xF2A60,10,,,electric,,3881,100000000000000000000080,47498238489494848
355,1,0xF2A60,59,,,electric,,1304,100000000000000000000032,47498238489494848
356,1,0xF2A60,99,,,electric,,718,100000000000000000000089,47498238489494848
357,1,0xF2A60,95,,,electric,,3929,100000000000000000000036,47498238489494848
358,1,0xF2A60,49,,,electric,,1068,100000000000000000000068,47498238489494848
359,1,0xF2A60,40,,,electric,,2196,100000000000000000000061,47498238489494848
360,1,0xF2A60,69,,,electric,,2751,100000000000000000000081,47498238489494848
361,1,0xF2A60,53,,,electric,,3677,100000000000000000000042,47498238489494848
362,1,0xF2A60,27,,,electric,,263,100000000000000000000037,47498238489494848
363,1,0xF2A60,91,,,electric,,3876,100000000000000000000069,47498238489494848
364,1,0xF2A60,51,,,electric,,1129,100000000000000000000038,47498238489494848
365,1,0xF2A60,68,,,electric,,3828,100000000000000000000074,47498238489494848
366,1,0xF2A60,28,,,electric,,2475,100000000000000000000091,47498238489494848
