,sync_bit,preamble,ert_id_ms_bits,reserved,physical_tamper,ert_type,encoder_tamper,consumption_data,ert_id_ls_bits,checksum
39,1,0xF2A60,20,,,electric,,2781,100000000000000000000086,47498238489494848
40,1,0xF2A60,46,,,electric,,2055,100000000000000000000061,47498238489494848
41,1,0xF2A60,92,,,electric,,3213,100000000000000000000056,47498238489494848
42,1,0xF2A60,66,,,electric,,1687,100000000000000000000031,47498238489494848
43,1,0xF2A60,82,,,electric,,88,100000000000000000000081,47498238489494848
44,1,0xF2A60,95,,,electric,,1563,100000000000000000000100,47498238489494848
45,1,0xF2A60,65,,,electric,,620,100000000000000000000004,47498238489494848
46,1,0xF2A60,22,,,electric,,2423,100000000000000000000079,47498238489494848
47,1,0xF2A60,93,,,electric,,514,100000000000000000000000,47498238489494848
48,1,0xF2A60,85,,,electric,,2960,100000000000000000000034,47498238489494848
49,1,0xF2A60,28,,,electric,,471,100000000000000000000078,47498238489494848
50,1,0xF2A60,52,,,electric,,1136,100000000000000000000100,47498238489494848
51,1,0xF2A60,94,,,electric,,2454,100000000000000000000018,47498238489494848
52,1,0xF2A60,55,,,electric,,56,100000000000000000000062,47498238489494848
53,1,0xF2A60,71,,,electric,,1505,100000000000000000000052,47498238489494848
54,1,0xF2A60,10,,,electric,,2444,100000000000000000000097,47498238489494848
55,1,0xF2A60,32,,,electric,,550,100000000000000000000045,47498238489494848
56,1,0xF2A60,93,,,electric,,253,100000000000000000000044,47498238489494848
57,1,0xF2A60,80,,,electric,,2516,100000000000000000000047,47498238489494848
58,1,0xF2A60,25,,,electric,,1843,100000000000000000000083,47498238489494848
59,1,0xF2A60,16,,,electric,,306,100000000000000000000002,47498238489494848
60,1,0xF2A60,81,,,electric,,206,100000000000000000000028,47498238489494848
61,1,0xF2A60,95,,,electric,,3130,100000000000000000000015,47498238489494848
62,1,0xF2A60,83,,,electric,,3218,100000000000000000000001,47498238489494848
63,1,0xF2A60,24,,,electric,,3478,100000000000000000000028,47498238489494848
64,1,0xF2A60,61,,,electric,,2736,100000000000000000000031,47498238489494848
65,1,0xF2A60,49,,,electric,,1792,100000000000000000000087,47498238489494848
66,1,0xF2A60,52,,,electric,,736,100000000000000000000038,47498238489494848
67,1,0xF2A60,31,,,electric,,2989,100000000000000000000091,47498238489494848
68,1,0xF2A60,10,,,electric,,3996,100000000000000000000095,47498238489494848
69,1,0xF2A60,54,,,electric,,1083,100000000000000000000088,47498238489494848
70,1,0xF2A60,62,,,electric,,488,100000000000000000000041,47498238489494848
71,1,0xF2A60,40,,,electric,,3554,100000000000000000000081,47498238489494848
72,1,0xF2A60,70,,,electric,,515,100000000000000000000056,47498238489494848
73,1,0xF2A60,12,,,electric,,341,100000000000000000000058,47498238489494848
74,1,0xF2A60,98,,,electric,,1882,100000000000000000000066,47498238489494848
75,1,0xF2A60,65,,,electric,,3415,100000000000000000000031,47498238489494848
76,1,0xF2A60,14,,,electric,,54,100000000000000000000072,47498238489494848
77,1,0xF2A60,64,,,electric,,3173,100000000000000000000094,47498238489494848
78,1,0xF2A60,49,,,electric,,1364,100000000000000000000088,47498238489494848
79,1,0xF2A60,45,,,electric,,917,100000000000000000000032,47498238489494848
80,1,0xF2A60,36,,,electric,,177,100000000000000000000098,47498238489494848
81,1,0xF2A60,18,,,electric,,2115,100000000000000000000092,47498238489494848
82,1,0xF2A60,26,,,electric,,540,100000000000000000000017,47498238489494848
83,1,0xF2A60,44,,,electric,,3959,100000000000000000000085,47498238489494848
84,1,0xF2A60,82,,,electric,,3176,100000000000000000000020,47498238489494848
85,1,0xF2A60,34,,,electric,,136,100000000000000000000052,47498238489494848
86,1,0xF2A60,61,,,electric,,315,100000000000000000000088,47498238489494848
87,1,0xF2A60,11,,,electric,,2196,100000000000000000000074,47498238489494848
88,1,0xF2A60,16,,,electric,,564,100000000000000000000046,47498238489494848
89,1,0xF2A60,52,,,electric,,1739,100000000000000000000024,47498238489494848
90,1,0xF2A60,31,,,electric,,619,100000000000000000000096,47498238489494848
91,1,0xF2A60,80,,,electric,,2121,100000000000000000000058,47498238489494848
92,1,0xF2A60,55,,,electric,,1226,100000000000000000000040,47498238489494848
93,1,0xF2A60,37,,,electric,,479,100000000000000000000034,47498238489494848
94,1,0xF2A60,19,,,electric,,52,100000000000000000000022,47498238489494848
95,1,0xF2A60,39,,,electric,,213,100000000000000000000080,47498238489494848
96,1,0xF2A60,21,,,electric,,134,100000000000000000000011,47498238489494848
97,1,0xF2A60,63,,,electric,,3370,100000000000000000000043,47498238489494848
98,1,0xF2A60,87,,,electric,,1457,100000000000000000000039,47498238489494848
99,1,0xF2A60,92,,,electric,,2438,100000000000000000000099,47498238489494848
100,1,0xF2A60,29,,,electric,,1047,100000000000000000000087,47498238489494848
101,1,0xF2A60,22,,,electric,,1350,100000000000000000000035,47498238489494848
102,1,0xF2A60,46,,,electric,,3780,100000000000000000000027,47498238489494848
103,1,0xF2A60,64,,,electric,,2520,100000000000000000000063,47498238489494848
104,1,0xF2A60,26,,,electric,,3641,100000000000000000000098,47498238489494848
105,1,0xF2A60,40,,,electric,,567,100000000000000000000046,47498238489494848
106,1,0xF2A60,93,,,electric,,937,100000000000000000000052,47498238489494848
107,1,0xF2A60,96,,,electric,,334,100000000000000000000082,47498238489494848
108,1,0xF2A60,80,,,electric,,2672,100000000000000000000010,47498238489494848
109,1,0xF2A60,78,,,electric,,569,100000000000000000000085,47498238489494848
110,1,0xF2A60,51,,,electric,,1476,100000000000000000000013,47498238489494848
111,1,0xF2A60,96,,,electric,,1218,100000000000000000000075,47498238489494848
112,1,0xF2A60,91,,,electric,,3034,100000000000000000000015,47498238489494848
113,1,0xF2A60,77,,,electric,,2876,100000000000000000000050,47498238489494848
114,1,0xF2A60,33,,,electric,,65,100000000000000000000008,47498238489494848
115,1,0xF2A60,40,,,electric,,3690,100000000000000000000002,47498238489494848
116,1,0xF2A60,89,,,electric,,3430,100000000000000000000049,47498238489494848
117,1,0xF2A60,87,,,electric,,1570,100000000000000000000063,47498238489494848
118,1,0xF2A60,74,,,electric,,1322,100000000000000000000010,47498238489494848
119,1,0xF2A60,16,,,electric,,3442,100000000000000000000047,47498238489494848
120,1,0xF2A60,92,,,electric,,2508,100000000000000000000000,47498238489494848
121,1,0xF2A60,69,,,electric,,2971,100000000000000000000018,47498238489494848
122,1,0xF2A60,50,,,electric,,1536,100000000000000000000052,47498238489494848
123,1,0xF2A60,25,,,electric,,3731,100000000000000000000001,47498238489494848
124,1,0xF2A60,67,,,electric,,1822,100000000000000000000063,47498238489494848
125,1,0xF2A60,79,,,electric,,3811,100000000000000000000053,47498238489494848
126,1,0xF2A60,30,,,electric,,1049,100000000000000000000011,47498238489494848
127,1,0xF2A60,11,,,electric,,3140,100000000000000000000037,47498238489494848
128,1,0xF2A60,25,,,electric,,2124,100000000000000000000093,47498238489494848
129,1,0xF2A60,46,,,electric,,861,100000000000000000000007,47498238489494848
130,1,0xF2A60,77,,,electric,,1814,100000000000000000000038,47498238489494848
131,1,0xF2A60,85,,,electric,,68,100000000000000000000068,47498238489494848
132,1,0xF2A60,96,,,electric,,482,100000000000000000000095,47498238489494848
133,1,0xF2A60,99,,,electric,,873,100000000000000000000077,47498238489494848
134,1,0xF2A60,79,,,electric,,3864,100000000000000000000000,47498238489494848
135,1,0xF2A60,56,,,electric,,3159,100000000000000000000005,47498238489494848
136,1,0xF2A60,85,,,electric,,2234,100000000000000000000064,47498238489494848
137,1,0xF2A60,93,,,electric,,2418,100000000000000000000073,47498238489494848
138,1,0xF2A60,11,,,electric,,973,100000000000000000000063,47498238489494848
139,1,0xF2A60,11,,,electric,,862,100000000000000000000017,47498238489494848
140,1,0xF2A60,33,,,electric,,2309,100000000000000000000062,47498238489494848
141,1,0xF2A60,57,,,electric,,3551,100000000000000000000034,47498238489494848
142,1,0xF2A60,54,,,electric,,1390,100000000000000000000010,47498238489494848
143,1,0xF2A60,68,,,electric,,3633,100000000000000000000013,47498238489494848
144,1,0xF2A60,57,,,electric,,693,100000000000000000000098,47498238489494848
145,1,0xF2A60,60,,,electric,,151,100000000000000000000007,47498238489494848
146,1,0xF2A60,100,,,electric,,620,100000000000000000000084,47498238489494848
147,1,0xF2A60,68,,,electric,,512,100000000000000000000015,47498238489494848
148,1,0xF2A60,79,,,electric,,504,100000000000000000000046,47498238489494848
149,1,0xF2A60,53,,,electric,,858,100000000000000000000055,47498238489494848
150,1,0xF2A60,80,,,electric,,457,100000000000000000000009,47498238489494848
151,1,0xF2A60,24,,,electric,,899,100000000000000000000085,47498238489494848
152,1,0xF2A60,56,,,electric,,1899,100000000000000000000002,47498238489494848
153,1,0xF2A60,66,,,electric,,165,100000000000000000000085,47498238489494848
154,1,0xF2A60,50,,,electric,,3156,100000000000000000000042,47498238489494848
155,1,0xF2A60,72,,,electric,,1189,100000000000000000000019,47498238489494848
156,1,0xF2A60,64,,,electric,,242,100000000000000000000037,47498238489494848
157,1,0xF2A60,66,,,electric,,554,100000000000000000000065,47498238489494848
158,1,0xF2A60,20,,,electric,,2039,100000000000000000000086,47498238489494848
159,1,0xF2A60,79,,,electric,,177,100000000000000000000010,47498238489494848
160,1,0xF2A60,12,,,electric,,3907,100000000000000000000080,47498238489494848
161,1,0xF2A60,22,,,electric,,3431,100000000000000000000076,47498238489494848
162,1,0xF2A60,91,,,electric,,1029,100000000000000000000097,47498238489494848
163,1,0xF2A60,77,,,electric,,3358,100000000000000000000002,47498238489494848
164,1,0xF2A60,73,,,electric,,3680,100000000000000000000063,47498238489494848
165,1,0xF2A60,62,,,electric,,400,100000000000000000000099,47498238489494848
166,1,0xF2A60,94,,,electric,,197,100000000000000000000033,47498238489494848
167,1,0xF2A60,21,,,electric,,172,100000000000000000000067,47498238489494848
168,1,0xF2A60,67,,,electric,,3063,100000000000000000000005,47498238489494848
169,1,0xF2A60,58,,,electric,,976,100000000000000000000050,47498238489494848
170,1,0xF2A60,45,,,electric,,3495,100000000000000000000069,47498238489494848
171,1,0xF2A60,89,,,electric,,3001,100000000000000000000040,47498238489494848
172,1,0xF2A60,68,,,electric,,244,100000000000000000000096,47498238489494848
173,1,0xF2A60,59,,,electric,,3695,100000000000000000000065,47498238489494848
174,1,0xF2A60,13,,,electric,,1067,100000000000000000000072,47498238489494848
175,1,0xF2A60,20,,,electric,,2103,100000000000000000000014,47498238489494848
176,1,0xF2A60,28,,,electric,,172,100000000000000000000070,47498238489494848
177,1,0xF2A60,95,,,electric,,3782,100000000000000000000074,47498238489494848
178,1,0xF2A60,28,,,electric,,1046,100000000000000000000002,47498238489494848
179,1,0xF2A60,20,,,electric,,398,100000000000000000000026,47498238489494848
180,1,0xF2A60,59,,,electric,,218,100000000000000000000017,47498238489494848
181,1,0xF2A60,24,,,electric,,814,100000000000000000000039,47498238489494848
182,1,0xF2A60,15,,,electric,,2637,100000000000000000000073,47498238489494848
183,1,0xF2A60,98,,,electric,,3692,100000000000000000000087,47498238489494848
184,1,0xF2A60,66,,,electric,,3070,100000000000000000000051,47498238489494848
185,1,0xF2A60,51,,,electric,,3591,100000000000000000000073,47498238489494848
186,1,0xF2A60,82,,,electric,,3941,100000000000000000000005,47498238489494848
187,1,0xF2A60,47,,,electric,,3995,100000000000000000000043,47498238489494848
188,1,0xF2A60,99,,,electric,,603,100000000000000000000028,47498238489494848
189,1,0xF2A60,39,,,electric,,1165,100000000000000000000078,47498238489494848
190,1,0xF2A60,44,,,electric,,2763,100000000000000000000099,47498238489494848
191,1,0xF2A60,51,,,electric,,225,100000000000000000000050,47498238489494848
192,1,0xF2A60,72,,,electric,,3140,100000000000000000000077,47498238489494848
193,1,0xF2A60,78,,,electric,,2433,100000000000000000000091,47498238489494848
194,1,0xF2A60,17,,,electric,,3870,100000000000000000000030,47498238489494848
195,1,0xF2A60,86,,,electric,,1670,100000000000000000000021,47498238489494848
196,1,0xF2A60,19,,,electric,,599,100000000000000000000066,47498238489494848
197,1,0xF2A60,60,,,electric,,2536,100000000000000000000024,47498238489494848
198,1,0xF2A60,56,,,electric,,1968,100000000000000000000065,47498238489494848
199,1,0xF2A60,100,,,electric,,1661,100000000000000000000031,47498238489494848
200,1,0xF2A60,56,,,electric,,169,100000000000000000000001,47498238489494848
201,1,0xF2A60,32,,,electric,,3804,100000000000000000000058,47498238489494848
202,1,0xF2A60,69,,,electric,,3660,100000000000000000000014,47498238489494848
203,1,0xF2A60,86,,,electric,,2029,100000000000000000000087,47498238489494848
204,1,0xF2A60,48,,,electric,,3875,100000000000000000000088,47498238489494848
205,1,0xF2A60,34,,,electric,,2093,100000000000000000000082,47498238489494848
206,1,0xF2A60,95,,,electric,,2316,100000000000000000000076,47498238489494848
207,1,0xF2A60,44,,,electric,,2612,100000000000000000000028,47498238489494848
208,1,0xF2A60,56,,,electric,,2639,100000000000000000000083,47498238489494848
209,1,0xF2A60,57,,,electric,,530,100000000000000000000076,47498238489494848
210,1,0xF2A60,40,,,electric,,375,100000000000000000000082,47498238489494848
211,1,0xF2A60,25,,,electric,,2511,100000000000000000000054,47498238489494848
212,1,0xF2A60,96,,,electric,,1618,100000000000000000000048,47498238489494848
213,1,0xF2A60,34,,,electric,,654,100000000000000000000008,47498238489494848
214,1,0xF2A60,98,,,electric,,888,100000000000000000000083,47498238489494848
215,1,0xF2A60,42,,,electric,,1148,100000000000000000000062,47498238489494848
216,1,0xF2A60,30,,,electric,,112,100000000000000000000036,47498238489494848
217,1,0xF2A60,76,,,electric,,3076,100000000000000000000071,47498238489494848
218,1,0xF2A60,38,,,electric,,2810,100000000000000000000016,47498238489494848
219,1,0xF2A60,25,,,electric,,1753,100000000000000000000066,47498238489494848
220,1,0xF2A60,98,,,electric,,2246,100000000000000000000071,47498238489494848
221,1,0xF2A60,57,,,electric,,3025,100000000000000000000077,47498238489494848
222,1,0xF2A60,75,,,electric,,1813,100000000000000000000050,47498238489494848
223,1,0xF2A60,22,,,electric,,2940,100000000000000000000030,47498238489494848
224,1,0xF2A60,90,,,electric,,3897,100000000000000000000044,47498238489494848
225,1,0xF2A60,76,,,electric,,1035,100000000000000000000045,47498238489494848
226,1,0xF2A60,20,,,electric,,1562,100000000000000000000046,47498238489494848
227,1,0xF2A60,78,,,electric,,2208,100000000000000000000081,47498238489494848
228,1,0xF2A60,10,,,electric,,2880,100000000000000000000051,47498238489494848
229,1,0xF2A60,34,,,electric,,1394,100000000000000000000052,47498238489494848
230,1,0xF2A60,85,,,electric,,576,100000000000000000000001,47498238489494848
231,1,0xF2A60,64,,,electric,,3352,100000000000000000000025,47498238489494848
232,1,0xF2A60,11,,,electric,,1246,100000000000000000000073,47498238489494848
233,1,0xF2A60,83,,,electric,,1765,100000000000000000000085,47498238489494848
234,1,0xF2A60,54,,,electric,,1240,100000000000000000000057,47498238489494848
235,1,0xF2A60,37,,,electric,,3390,100000000000000000000002,47498238489494848
236,1,0xF2A60,58,,,electric,,1539,100000000000000000000067,47498238489494848
237,1,0xF2A60,32,,,electric,,1926,100000000000000000000062,47498238489494848
238,1,0xF2A60,94,,,electric,,3971,100000000000000000000061,47498238489494848
239,1,0xF2A60,41,,,electric,,1117,100000000000000000000083,47498238489494848
240,1,0xF2A60,74,,,electric,,1661,100000000000000000000090,47498238489494848
241,1,0xF2A60,84,,,electric,,2715,100000000000000000000032,47498238489494848
242,1,0xF2A60,60,,,electric,,2422,100000000000000000000029,47498238489494848
243,1,0xF2A60,62,,,electric,,2497,100000000000000000000051,47498238489494848
244,1,0xF2A60,54,,,electric,,3898,100000000000000000000010,47498238489494848
245,1,0xF2A60,57,,,electric,,1726,100000000000000000000078,47498238489494848
246,1,0xF2A60,11,,,electric,,720,100000000000000000000099,47498238489494848
247,1,0xF2A60,21,,,electric,,425,100000000000000000000057,47498238489494848
248,1,0xF2A60,42,,,electric,,3230,100000000000000000000045,47498238489494848
249,1,0xF2A60,60,,,electric,,81,100000000000000000000061,47498238489494848
250,1,0xF2A60,82,,,electric,,3678,100000000000000000000088,47498238489494848
251,1,0xF2A60,98,,,electric,,211,100000000000000000000042,47498238489494848
252,1,0xF2A60,27,,,electric,,67,100000000000000000000080,47498238489494848
253,1,0xF2A60,16,,,electric,,3725,100000000000000000000051,47498238489494848
254,1,0xF2A60,53,,,electric,,1539,100000000000000000000056,47498238489494848
255,1,0xF2A60,64,,,electric,,1197,100000000000000000000034,47498238489494848
256,1,0xF2A60,32,,,electric,,3006,100000000000000000000031,47498238489494848
257,1,0xF2A60,73,,,electric,,2835,100000000000000000000072,47498238489494848
258,1,0xF2A60,70,,,electric,,2452,100000000000000000000072,47498238489494848
259,1,0xF2A60,29,,,electric,,902,100000000000000000000055,47498238489494848
260,1,0xF2A60,78,,,electric,,1333,100000000000000000000050,47498238489494848
261,1,0xF2A60,67,,,electric,,1554,100000000000000000000076,47498238489494848
262,1,0xF2A60,87,,,electric,,1247,100000000000000000000032,47498238489494848
263,1,0xF2A60,26,,,electric,,890,100000000000000000000044,47498238489494848
264,1,0xF2A60,80,,,electric,,3478,100000000000000000000035,47498238489494848
265,1,0xF2A60,15,,,electric,,951,100000000000000000000034,47498238489494848
266,1,0xF2A60,92,,,electric,,2563,100000000000000000000085,47498238489494848
267,1,0xF2A60,78,,,electric,,1338,100000000000000000000075,47498238489494848
268,1,0xF2A60,30,,,electric,,2194,100000000000000000000013,47498238489494848
269,1,0xF2A60,30,,,electric,,95,100000000000000000000026,47498238489494848
270,1,0xF2A60,22,,,electric,,1831,100000000000000000000023,47498238489494848
271,1,0xF2A60,19,,,electric,,2464,100000000000000000000058,47498238489494848
272,1,0xF2A60,28,,,electric,,1359,100000000000000000000023,47498238489494848
273,1,0xF2A60,69,,,electric,,839,100000000000000000000016,47498238489494848
274,1,0xF2A60,11,,,electric,,1633,100000000000000000000027,47498238489494848
275,1,0xF2A60,86,,,electric,,3755,100000000000000000000063,47498238489494848
276,1,0xF2A60,44,,,electric,,2672,100000000000000000000087,47498238489494848
277,1,0xF2A60,66,,,electric,,3592,100000000000000000000046,47498238489494848
278,1,0xF2A60,38,,,electric,,827,100000000000000000000009,47498238489494848
279,1,0xF2A60,84,,,electric,,1769,100000000000000000000061,47498238489494848
280,1,0xF2A60,58,,,electric,,666,100000000000000000000055,47498238489494848
281,1,0xF2A60,83,,,electric,,3944,100000000000000000000054,47498238489494848
282,1,0xF2A60,95,,,electric,,2760,100000000000000000000047,47498238489494848
283,1,0xF2A60,68,,,electric,,3864,100000000000000000000020,47498238489494848
284,1,0xF2A60,29,,,electric,,2738,100000000000000000000063,47498238489494848
285,1,0xF2A60,36,,,electric,,236,100000000000000000000030,47498238489494848
286,1,0xF2A60,43,,,electric,,1362,100000000000000000000039,47498238489494848
287,1,0xF2A60,15,,,electric,,2756,100000000000000000000097,47498238489494848
288,1,0xF2A60,94,,,electric,,3870,100000000000000000000051,47498238489494848
289,1,0xF2A60,89,,,electric,,3446,100000000000000000000003,47498238489494848
290,1,0xF2A60,11,,,electric,,131,100000000000000000000065,47498238489494848
291,1,0xF2A60,39,,,electric,,912,100000000000000000000009,47498238489494848
292,1,0xF2A60,80,,,electric,,555,100000000000000000000069,47498238489494848
293,1,0xF2A60,65,,,electric,,3965,100000000000000000000053,47498238489494848
294,1,0xF2A60,23,,,electric,,1673,100000000000000000000065,47498238489494848
295,1,0xF2A60,94,,,electric,,3080,100000000000000000000008,47498238489494848
296,1,0xF2A60,12,,,electric,,437,100000000000000000000023,47498238489494848
297,1,0xF2A60,14,,,electric,,2682,100000000000000000000026,47498238489494848
298,1,0xF2A60,81,,,electric,,2784,100000000000000000000052,47498238489494848
299,1,0xF2A60,60,,,electric,,1523,100000000000000000000023,47498238489494848
300,1,0xF2A60,75,,,electric,,2293,100000000000000000000064,47498238489494848
301,1,0xF2A60,31,,,electric,,1423,100000000000000000000083,47498238489494848
302,1,0xF2A60,42,,,electric,,595,100000000000000000000039,47498238489494848
303,1,0xF2A60,57,,,electric,,2156,100000000000000000000046,47498238489494848
304,1,0xF2A60,87,,,electric,,254,100000000000000000000018,47498238489494848
305,1,0xF2A60,54,,,electric,,1828,100000000000000000000091,47498238489494848
306,1,0xF2A60,22,,,electric,,1373,100000000000000000000047,47498238489494848
307,1,0xF2A60,72,,,electric,,1480,100000000000000000000050,47498238489494848
308,1,0xF2A60,75,,,electric,,531,100000000000000000000014,47498238489494848
309,1,0xF2A60,75,,,electric,,2883,100000000000000000000021,47498238489494848
310,1,0xF2A60,13,,,electric,,375,100000000000000000000021,47498238489494848
311,1,0xF2A60,92,,,electric,,1085,100000000000000000000013,47498238489494848
312,1,0xF2A60,33,,,electric,,715,100000000000000000000083,47498238489494848
313,1,0xF2A60,97,,,electric,,117,100000000000000000000041,47498238489494848
314,1,0xF2A60,29,,,electric,,333,100000000000000000000064,47498238489494848
315,1,0xF2A60,33,,,electric,,1369,100000000000000000000024,47498238489494848
316,1,0xF2A60,84,,,electric,,3502,100000000000000000000069,47498238489494848
317,1,0xF2A60,87,,,electric,,1943,100000000000000000000056,47498238489494848
318,1,0xF2A60,80,,,electric,,1321,100000000000000000000095,47498238489494848
319,1,0xF2A60,44,,,electric,,296,100000000000000000000100,47498238489494848
320,1,0xF2A60,16,,,electric,,472,100000000000000000000055,47498238489494848
321,1,0xF2A60,56,,,electric,,1179,100000000000000000000051,47498238489494848
322,1,0xF2A60,73,,,electric,,3961,100000000000000000000050,47498238489494848
323,1,0xF2A60,35,,,electric,,3828,100000000000000000000004,47498238489494848
324,1,0xF2A60,61,,,electric,,3840,100000000000000000000029,47498238489494848
325,1,0xF2A60,83,,,electric,,501,100000000000000000000065,47498238489494848
326,1,0xF2A60,15,,,electric,,364,100000000000000000000000,47498238489494848
327,1,0xF2A60,94,,,electric,,898,100000000000000000000026,47498238489494848
328,1,0xF2A60,70,,,electric,,3965,100000000000000000000069,47498238489494848
329,1,0xF2A60,82,,,electric,,555,100000000000000000000042,47498238489494848
330,1,0xF2A60,59,,,electric,,1741,100000000000000000000036,47498238489494848
331,1,0xF2A60,95,,,electric,,3282,100000000000000000000096,47498238489494848
332,1,0xF2A60,12,,,electric,,1690,100000000000000000000026,47498238489494848
333,1,0xF2A60,17,,,electric,,2156,100000000000000000000086,47498238489494848
334,1,0xF2A60,14,,,electric,,2275,100000000000000000000032,47498238489494848
335,1,0xF2A60,91,,,electric,,1997,100000000000000000000051,47498238489494848
336,1,0xF2A60,49,,,electric,,2631,100000000000000000000024,47498238489494848
337,1,0xF2A60,76,,,electric,,2220,100000000000000000000034,47498238489494848
338,1,0xF2A60,18,,,electric,,786,100000000000000000000090,47498238489494848
339,1,0xF2A60,30,,,electric,,3548,100000000000000000000059,47498238489494848
340,1,0xF2A60,30,,,electric,,3031,100000000000000000000054,47498238489494848
341,1,0xF2A60,93,,,electric,,2791,100000000000000000000080,47498238489494848
342,1,0xF2A60,97,,,electric,,1542,100000000000000000000024,47498238489494848
343,1,0xF2A60,28,,,electric,,2348,100000000000000000000084,47498238489494848
344,1,0xF2A60,68,,,electric,,3597,100000000000000000000073,47498238489494848
345,1,0xF2A60,73,,,electric,,3106,100000000000000000000061,47498238489494848
346,1,0xF2A60,45,,,electric,,3221,100000000000000000000081,47498238489494848
347,1,0xF2A60,61,,,electric,,2025,100000000000000000000076,47498238489494848
348,1,0xF2A60,61,,,electric,,3514,100000000000000000000061,47498238489494848
349,1,0xF2A60,10,,,electric,,441,100000000000000000000082,47498238489494848
350,1,0xF2A60,81,,,electric,,411,100000000000000000000034,47498238489494848
351,1,0xF2A60,23,,,electric,,1319,100000000000000000000097,47498238489494848
352,1,0xF2A60,64,,,electric,,3868,100000000000000000000040,47498238489494848
353,1,0xF2A60,18,,,electric,,1223,100000000000000000000038,47498238489494848
354,1,0xF2A60,76,,,electric,,2243,100000000000000000000034,47498238489494848
355,1,0xF2A60,58,,,electric,,2650,100000000000000000000073,47498238489494848
356,1,0xF2A60,70,,,electric,,3643,100000000000000000000006,47498238489494848
357,1,0xF2A60,97,,,electric,,3470,100000000000000000000017,47498238489494848
358,1,0xF2A60,38,,,electric,,3291,100000000000000000000031,47498238489494848
359,1,0xF2A60,10,,,electric,,2554,100000000000000000000025,47498238489494848
360,1,0xF2A60,100,,,electric,,2480,100000000000000000000060,47498238489494848
361,1,0xF2A60,36,,,electric,,3610,100000000000000000000094,47498238489494848
362,1,0xF2A60,14,,,electric,,1844,100000000000000000000020,47498238489494848
363,1,0xF2A60,30,,,electric,,2232,100000000000000000000028,47498238489494848
364,1,0xF2A60,65,,,electric,,2384,100000000000000000000004,47498238489494848
365,1,0xF2A60,46,,,electric,,3703,100000000000000000000027,47498238489494848
366,1,0xF2A60,88,,,electric,,2204,100000000000000000000008,47498238489494848
